dataset_id,smiles_protonated,smiles_deprotonated,pKa,reaction_center_atom_idx,reaction_center_atom_symbol,reaction_center_charge_protonated,reaction_center_charge_deprotonated,reaction_center_Hs_protonated,reaction_center_Hs_deprotonated,reaction_center_hybridization,reaction_center_is_aromatic,reaction_center_is_in_ring,reaction_center_total_valence,internal_id_protonated,internal_id_deprotonated
mol4486,[NH3+]OCc1ccccc1,NOCc1ccccc1,"4,340",8,N,1,0,3,2,SP3,FALSE,FALSE,4,8713,8714
mol4487,NP(=O)(O)N(CCCl)CCCl,NP(=O)([O-])N(CCCl)CCCl,"4,767",10,O,0,-1,1,0,SP3,FALSE,FALSE,2,8715,8716
mol4488,[NH3+]S(=O)(=O)C(F)(F)Br,NS(=O)(=O)C(F)(F)Br,"6,530",6,N,1,0,3,2,SP3,FALSE,FALSE,4,8717,8718
mol4489,[NH3+]S(=O)(=O)C(F)(F)Cl,NS(=O)(=O)C(F)(F)Cl,"6,500",6,N,1,0,3,2,SP3,FALSE,FALSE,4,8719,8720
mol4490,NS(=O)(=O)C(F)(F)F,[NH-]S(=O)(=O)C(F)(F)F,"8,015",7,N,0,-1,2,1,SP3,FALSE,FALSE,3,8721,8722
mol4491,[NH3+]S(=O)(=O)C(F)(F)I,NS(=O)(=O)C(F)(F)I,"6,790",6,N,1,0,3,2,SP3,FALSE,FALSE,4,8723,8724
mol4492,[NH3+]S(=O)(=O)C1=NN2CCS(=O)(=O)N=C2S1,NS(=O)(=O)C1=NN2CCS(=O)(=O)N=C2S1,"6,700",14,N,1,0,3,2,SP3,FALSE,FALSE,4,8725,8726
mol4493,NS(=O)(=O)CCc1ccccc1,[NH-]S(=O)(=O)CCc1ccccc1,"10,040",11,N,0,-1,2,1,SP3,FALSE,FALSE,3,8727,8728
mol4494,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCC2)cc1,[NH-]S(=O)(=O)Oc1ccc(C(=O)OC2CCCC2)cc1,"8,730",18,N,0,-1,2,1,SP3,FALSE,FALSE,3,8729,8730
mol4495,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCC2)cc1,[NH-]S(=O)(=O)Oc1ccc(C(=O)OC2CCCCC2)cc1,"8,810",19,N,0,-1,2,1,SP3,FALSE,FALSE,3,8731,8732
mol4496,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCC2)cc1,[NH-]S(=O)(=O)Oc1ccc(C(=O)OC2CCCCCC2)cc1,"8,880",20,N,0,-1,2,1,SP3,FALSE,FALSE,3,8733,8734
mol4497,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCCC2)cc1,[NH-]S(=O)(=O)Oc1ccc(C(=O)OC2CCCCCCC2)cc1,"8,090",21,N,0,-1,2,1,SP3,FALSE,FALSE,3,8735,8736
mol4498,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,[NH-]S(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,"8,270",10,N,0,-1,2,1,SP3,FALSE,FALSE,3,8737,8738
mol4499,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,[NH-]S(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,"7,633",10,N,0,-1,2,1,SP3,FALSE,FALSE,3,8739,8740
mol4500,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2,[NH-]S(=O)(=O)c1cc2c(s1)C(=O)CCS2,"8,450",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8741,8742
mol4501,[NH3+]S(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,"7,320",8,N,1,0,3,2,SP3,FALSE,FALSE,4,8743,8744
mol4502,NS(=O)(=O)c1cc2c(s1)C(O)CCS2,[NH-]S(=O)(=O)c1cc2c(s1)C(O)CCS2,"9,000",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8745,8746
mol4503,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,[NH-]S(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,"8,340",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8747,8748
mol4504,NS(=O)(=O)c1cc2c(s1)C(O)CCS2=O,[NH-]S(=O)(=O)c1cc2c(s1)C(O)CCS2=O,"8,820",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8749,8750
mol4505,NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,[NH-]S(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,"8,520",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8751,8752
mol4506,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,[NH-]S(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,"8,600",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8753,8754
mol4507,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,[NH-]S(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,"8,350",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8755,8756
mol4508,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,[NH-]S(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,"7,920",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8757,8758
mol4509,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,[NH-]S(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,"8,275",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8759,8760
mol4510,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@@H]2O,[NH-]S(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@@H]2O,"8,300",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8761,8762
mol4511,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O,[NH-]S(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O,"8,350",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8763,8764
mol4512,NS(=O)(=O)c1cc2c(s1)S(=O)CCC2O,[NH-]S(=O)(=O)c1cc2c(s1)S(=O)CCC2O,"8,680",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8765,8766
mol4513,NS(=O)(=O)c1cc2c(s1)SC(CCO)CN2,[NH-]S(=O)(=O)c1cc2c(s1)SC(CCO)CN2,"9,620",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8767,8768
mol4514,NS(=O)(=O)c1cc2c(s1)SCCC2=O,[NH-]S(=O)(=O)c1cc2c(s1)SCCC2=O,"8,600",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8769,8770
mol4515,NS(=O)(=O)c1cc2c(s1)SCCC2O,[NH-]S(=O)(=O)c1cc2c(s1)SCCC2O,"9,400",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8771,8772
mol4516,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,[NH-]S(=O)(=O)c1ccc(C(F)(F)F)cc1,"9,400",13,N,0,-1,2,1,SP3,FALSE,FALSE,3,8773,8774
mol4517,NS(=O)(=O)c1ccc(CCCCCO)cc1,[NH-]S(=O)(=O)c1ccc(CCCCCO)cc1,"10,280",15,N,0,-1,2,1,SP3,FALSE,FALSE,3,8775,8776
mol4518,NS(=O)(=O)c1ccc(CCCCO)cc1,[NH-]S(=O)(=O)c1ccc(CCCCO)cc1,"10,320",14,N,0,-1,2,1,SP3,FALSE,FALSE,3,8777,8778
mol4519,NS(=O)(=O)c1ccc(CCCO)cc1,[NH-]S(=O)(=O)c1ccc(CCCO)cc1,"10,230",13,N,0,-1,2,1,SP3,FALSE,FALSE,3,8779,8780
mol4520,NS(=O)(=O)c1ccc(Cl)c(Cl)c1,[NH-]S(=O)(=O)c1ccc(Cl)c(Cl)c1,"8,940",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8781,8782
mol4521,NS(=O)(=O)c1ccc(Cl)cc1,[NH-]S(=O)(=O)c1ccc(Cl)cc1,"9,725",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8783,8784
mol4522,NS(=O)(=O)c1ccc(F)cc1,[NH-]S(=O)(=O)c1ccc(F)cc1,"9,340",10,N,0,-1,2,1,SP3,FALSE,FALSE,3,8785,8786
mol4523,NS(=O)(=O)c1ccc(S(=O)(=O)CC(O)CO)cc1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CC(O)CO)cc1,"9,350",17,N,0,-1,2,1,SP3,FALSE,FALSE,3,8787,8788
mol4524,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1,"9,180",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8789,8790
mol4525,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,"9,600",17,N,0,-1,2,1,SP3,FALSE,FALSE,3,8791,8792
mol4526,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,"8,670",16,N,0,-1,2,1,SP3,FALSE,FALSE,3,8793,8794
mol4527,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1,"9,020",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8795,8796
mol4528,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,"8,980",16,N,0,-1,2,1,SP3,FALSE,FALSE,3,8797,8798
mol4529,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1,"8,320",15,N,0,-1,2,1,SP3,FALSE,FALSE,3,8799,8800
mol4530,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,"9,000",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8801,8802
mol4531,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,"9,380",15,N,0,-1,2,1,SP3,FALSE,FALSE,3,8803,8804
mol4532,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)s1,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCO)s1,"8,650",14,N,0,-1,2,1,SP3,FALSE,FALSE,3,8805,8806
mol4533,NS(=O)(=O)c1ccc(SCCCCCO)cc1,[NH-]S(=O)(=O)c1ccc(SCCCCCO)cc1,"9,250",16,N,0,-1,2,1,SP3,FALSE,FALSE,3,8807,8808
mol4534,NS(=O)(=O)c1ccc(SCCCCO)c(F)c1,[NH-]S(=O)(=O)c1ccc(SCCCCO)c(F)c1,"9,820",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8809,8810
mol4535,NS(=O)(=O)c1ccc(SCCCCO)cc1,[NH-]S(=O)(=O)c1ccc(SCCCCO)cc1,"10,170",15,N,0,-1,2,1,SP3,FALSE,FALSE,3,8811,8812
mol4536,NS(=O)(=O)c1ccc(SCCCCO)s1,[NH-]S(=O)(=O)c1ccc(SCCCCO)s1,"9,500",14,N,0,-1,2,1,SP3,FALSE,FALSE,3,8813,8814
mol4537,NS(=O)(=O)c1ccc(SCCCO)c(Cl)c1,[NH-]S(=O)(=O)c1ccc(SCCCO)c(Cl)c1,"9,450",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8815,8816
mol4538,NS(=O)(=O)c1ccc(SCCCO)c(F)c1,[NH-]S(=O)(=O)c1ccc(SCCCO)c(F)c1,"9,640",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8817,8818
mol4539,NS(=O)(=O)c1ccc(SCCCO)cc1,[NH-]S(=O)(=O)c1ccc(SCCCO)cc1,"10,230",14,N,0,-1,2,1,SP3,FALSE,FALSE,3,8819,8820
mol4540,NS(=O)(=O)c1ccc(SCCCO)s1,[NH-]S(=O)(=O)c1ccc(SCCCO)s1,"9,320",13,N,0,-1,2,1,SP3,FALSE,FALSE,3,8821,8822
mol4541,NS(=O)(=O)c1ccc(SCCO)c(F)c1,[NH-]S(=O)(=O)c1ccc(SCCO)c(F)c1,"9,760",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8823,8824
mol4542,NS(=O)(=O)c1ccc(SCCO)cc1,[NH-]S(=O)(=O)c1ccc(SCCO)cc1,"9,270",13,N,0,-1,2,1,SP3,FALSE,FALSE,3,8825,8826
mol4543,NS(=O)(=O)c1ccc(SCCO)s1,[NH-]S(=O)(=O)c1ccc(SCCO)s1,"9,460",12,N,0,-1,2,1,SP3,FALSE,FALSE,3,8827,8828
mol4544,NS(=O)(=O)c1cccc(C(F)(F)F)c1,[NH-]S(=O)(=O)c1cccc(C(F)(F)F)c1,"8,980",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8829,8830
mol4545,NS(=O)(=O)c1cccc(Cl)c1,[NH-]S(=O)(=O)c1cccc(Cl)c1,"9,040",10,N,0,-1,2,1,SP3,FALSE,FALSE,3,8831,8832
mol4546,NS(=O)(=O)c1ccccc1,[NH-]S(=O)(=O)c1ccccc1,"9,700",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8833,8834
mol4547,NS(=O)(=O)c1nc2ccccc2s1,[NH-]S(=O)(=O)c1nc2ccccc2s1,"7,800",12,N,0,-1,2,1,SP3,FALSE,FALSE,3,8835,8836
mol4548,NS(=O)(=O)c1nccs1,[NH-]S(=O)(=O)c1nccs1,"8,250",8,N,0,-1,2,1,SP3,FALSE,FALSE,3,8837,8838
mol4549,[NH3+]S(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1,NS(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1,"7,100",17,N,1,0,3,2,SP3,FALSE,FALSE,4,8839,8840
mol4550,[NH3+]S(=O)(=O)c1nn2cc(-c3ccccc3)[nH+]c2s1,NS(=O)(=O)c1nn2cc(-c3ccccc3)[nH+]c2s1,"7,120",17,N,1,0,3,2,SP3,FALSE,FALSE,4,8841,8842
mol4551,NS(=O)(=O)c1nnc(Nc2ccccc2)s1,[NH-]S(=O)(=O)c1nnc(Nc2ccccc2)s1,"9,405",15,N,0,-1,2,1,SP3,FALSE,FALSE,3,8843,8844
mol4552,Nc1[nH+]cc2n1CC(Cc1cccc3c1OCO3)CC2,Nc1ncc2n1CC(Cc1cccc3c1OCO3)CC2,"9,200",15,N,1,0,1,0,SP2,TRUE,TRUE,4,8845,8846
mol4553,NC1=C(CO)C=[N+]([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)[NH2+]1,Nc1[nH]c(=O)[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1CO,"3,550",3,N,1,0,2,1,SP3,FALSE,TRUE,4,8847,8848
mol4554,NC1=C(C2=CCCCC2)C(=O)[NH2+]C(=S)N1,Nc1[nH]c(=S)[nH]c(=O)c1C1=CCCCC1,"7,110",11,N,1,0,2,1,SP3,FALSE,TRUE,4,8849,8850
mol4555,Nc1[nH]c[nH+]c(=S)c1N,Nc1[nH]cnc(=S)c1N,"2,210",6,N,1,0,1,0,SP2,TRUE,TRUE,4,8851,8852
mol4556,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1,"4,300",19,O,0,-1,1,0,SP2,FALSE,FALSE,2,8853,8854
mol4557,Nc1c2c([nH+]c3ccccc13)CCCC2,Nc1c2c(nc3ccccc13)CCCC2,"9,910",9,N,1,0,1,0,SP2,TRUE,TRUE,4,8855,8856
mol4558,Nc1c2c(nc[n+]1[O-])[nH+]cn2Cc1ccccc1,Nc1c2c(ncn2Cc2ccccc2)nc[n+]1[O-],"2,400",9,N,1,0,1,0,SP2,TRUE,TRUE,4,8857,8858
mol4559,Nc1c2ccccc2[nH+]c2c(N)cccc12,Nc1c2ccccc2nc2c(N)cccc12,"9,300",13,N,1,0,1,0,SP2,TRUE,TRUE,4,8859,8860
mol4560,Nc1c2ccccc2[nH+]c2ccccc12,Nc1c2ccccc2nc2ccccc12,"9,795",13,N,1,0,1,0,SP2,TRUE,TRUE,4,8861,8862
mol4561,Nc1cc(-c2ccccc2)[nH+]c2ccccc12,Nc1cc(-c2ccccc2)nc2ccccc12,"8,200",15,N,1,0,1,0,SP2,TRUE,TRUE,4,8863,8864
mol4562,Nc1n[nH]c(-c2cc[nH+]c(N)c2)n1,Nc1cc(-c2nc(N)n[nH]2)ccn1,"4,245",2,N,1,0,1,0,SP2,TRUE,TRUE,4,8865,8866
mol4563,Nc1cc(/C=C/c2c[nH]c3ccccc23)[nH+]c2ccccc12,Nc1cc(/C=C/c2c[nH]c3ccccc23)nc2ccccc12,"9,500",20,N,1,0,1,0,SP2,TRUE,TRUE,4,8867,8868
mol4564,Nc1cc(/C=C/c2ccccc2)[nH+]c(/C=C/c2ccccc2)c1,Nc1cc(/C=C/c2ccccc2)nc(/C=C/c2ccccc2)c1,"8,600",9,N,1,0,1,0,SP2,TRUE,TRUE,4,8869,8870
mol4565,Nc1cc(/C=C/c2ccccc2)[nH+]c2ccccc12,Nc1cc(/C=C/c2ccccc2)nc2ccccc12,"9,300",17,N,1,0,1,0,SP2,TRUE,TRUE,4,8871,8872
mol4566,[NH3+]c1cc(Br)cc(Br)c1,Nc1cc(Br)cc(Br)c1,"2,490",8,N,1,0,3,2,SP3,FALSE,FALSE,4,8873,8874
mol4567,Nc1cc(CO)[nH+]c(N2CCc3ccccc3C2)c1,Nc1cc(CO)nc(N2CCc3ccccc3C2)c1,"8,100",15,N,1,0,1,0,SP2,TRUE,TRUE,4,8875,8876
mol4568,Nc1cc(N)c2ccccc2[nH+]1,Nc1cc(N)c2ccccc2n1,"9,450",9,N,1,0,1,0,SP2,TRUE,TRUE,4,8877,8878
mol4569,Nc1cc(N2CCOCC2)nc(N)[nH+]1,Nc1cc(N2CCOCC2)nc(N)n1,"6,730",2,N,1,0,1,0,SP2,TRUE,TRUE,4,8879,8880
mol4570,Nc1cc(N2CCc3ccccc3C2)[nH+]c2c1CCC2,Nc1cc(N2CCc3ccccc3C2)nc2c1CCC2,"9,400",15,N,1,0,1,0,SP2,TRUE,TRUE,4,8881,8882
mol4571,Nc1cc(NCc2ccccc2)nc(N)[nH+]1,Nc1cc(NCc2ccccc2)nc(N)n1,"6,970",11,N,1,0,1,0,SP2,TRUE,TRUE,4,8883,8884
mol4572,Nc1cc(O)n(CCCC[C@H]([NH3+])C(=O)[O-])c1O,Nc1cc(O)n(CCCC[C@H](N)C(=O)[O-])c1O,"7,750",14,N,1,0,3,2,SP3,FALSE,FALSE,4,8885,8886
mol4573,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(N)c1,"9,150",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8887,8888
mol4574,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,[NH-]S(=O)(=O)c1ccc(S(=O)(=O)CCO)c(N)c1,"9,500",9,N,0,-1,2,1,SP3,FALSE,FALSE,3,8889,8890
mol4575,[NH3+]c1cc2c(cc1Br)CCCC2,Nc1cc2c(cc1Br)CCCC2,"3,050",6,N,1,0,3,2,SP3,FALSE,FALSE,4,8891,8892
mol4576,Nc1cc2ccccc2c[nH+]1,Nc1cc2ccccc2cn1,"5,050",5,N,1,0,1,0,SP2,TRUE,TRUE,4,8893,8894
mol4577,Nc1cc2ccccc2n[nH+]1,Nc1cc2ccccc2nn1,"3,660",8,N,1,0,1,0,SP2,TRUE,TRUE,4,8895,8896
mol4578,Nc1cc[nH+]c(-c2cc(Cl)ccn2)c1,Nc1ccnc(-c2cc(Cl)ccn2)c1,"7,400",2,N,1,0,1,0,SP2,TRUE,TRUE,4,8898,8897
mol4579,Nc1cc[nH+]c(-c2cccc(Cl)n2)c1,Nc1ccnc(-c2cccc(Cl)n2)c1,"7,700",12,N,1,0,1,0,SP2,TRUE,TRUE,4,8899,8900
mol4580,Nc1cc[nH+]c(-c2ccccn2)c1,Nc1ccnc(-c2ccccn2)c1,"8,100",11,N,1,0,1,0,SP2,TRUE,TRUE,4,8901,8902
mol4581,Nc1cc[nH+]c(N2CCc3ccccc3C2)c1,Nc1ccnc(N2CCc3ccccc3C2)c1,"8,500",15,N,1,0,1,0,SP2,TRUE,TRUE,4,8903,8904
mol4582,Nc1cc[nH+]c2cc(Cl)ccc12,Nc1ccnc2cc(Cl)ccc12,"8,220",6,N,1,0,1,0,SP2,TRUE,TRUE,4,8905,8906
mol4583,Nc1cc[nH+]cc1,Nc1ccncc1,"9,145",2,N,1,0,1,0,SP2,TRUE,TRUE,4,8907,8908
mol4584,Nc1cc[nH+]cc1Br,Nc1ccncc1Br,"7,150",2,N,1,0,1,0,SP2,TRUE,TRUE,4,8910,8909
mol4585,Nc1cc[nH+]cc1F,Nc1ccncc1F,"4,770",2,N,1,0,1,0,SP2,TRUE,TRUE,4,8912,8911
mol4586,Nc1cc[nH+]cc1N,Nc1ccncc1N,"9,060",2,N,1,0,1,0,SP2,TRUE,TRUE,4,8913,8914
mol4587,[NH3+]c1ccc(-c2ccccc2)cc1,Nc1ccc(-c2ccccc2)cc1,"4,380",12,N,1,0,3,2,SP3,FALSE,FALSE,4,8915,8916
mol4588,[NH3+]c1ccc(-c2cnc(-c3ccc(Br)cc3)o2)cc1,Nc1ccc(-c2cnc(-c3ccc(Br)cc3)o2)cc1,"3,510",18,N,1,0,3,2,SP3,FALSE,FALSE,4,8917,8918
mol4589,[NH3+]c1ccc(-c2cnc(-c3ccc(Cl)cc3)o2)cc1,Nc1ccc(-c2cnc(-c3ccc(Cl)cc3)o2)cc1,"3,520",18,N,1,0,3,2,SP3,FALSE,FALSE,4,8919,8920
mol4590,[NH3+]c1ccc(-c2cnc(-c3ccccc3)o2)cc1,Nc1ccc(-c2cnc(-c3ccccc3)o2)cc1,"3,680",17,N,1,0,3,2,SP3,FALSE,FALSE,4,8921,8922
mol4591,[NH3+]c1ccc(-c2nc3ccccc3s2)cc1,Nc1ccc(-c2nc3ccccc3s2)cc1,"3,000",15,N,1,0,3,2,SP3,FALSE,FALSE,4,8923,8924
mol4592,[NH3+]c1ccc(-c2ncc(-c3ccc(Br)cc3)o2)cc1,Nc1ccc(-c2ncc(-c3ccc(Br)cc3)o2)cc1,"2,800",18,N,1,0,3,2,SP3,FALSE,FALSE,4,8925,8926
mol4593,[NH3+]c1ccc(-c2ncc(-c3ccc(Cl)cc3)o2)cc1,Nc1ccc(-c2ncc(-c3ccc(Cl)cc3)o2)cc1,"2,870",18,N,1,0,3,2,SP3,FALSE,FALSE,4,8927,8928
mol4594,[NH3+]c1ccc(-c2ncc(-c3ccccc3)o2)cc1,Nc1ccc(-c2ncc(-c3ccccc3)o2)cc1,"3,010",17,N,1,0,3,2,SP3,FALSE,FALSE,4,8929,8930
mol4595,[NH3+]c1ccc(/N=N/c2ccccc2)cc1,Nc1ccc(/N=N/c2ccccc2)cc1,"2,820",14,N,1,0,3,2,SP3,FALSE,FALSE,4,8931,8932
mol4596,[NH3+]c1ccc(Br)cc1,Nc1ccc(Br)cc1,"3,790",6,N,1,0,3,2,SP3,FALSE,FALSE,4,8933,8934
mol4597,[NH3+]c1ccc(Br)cc1Br,Nc1ccc(Br)cc1Br,"2,300",8,N,1,0,3,2,SP3,FALSE,FALSE,4,8935,8936
mol4598,Nc1ccc(C(=O)O)c(Cl)c1,Nc1ccc(C(=O)[O-])c(Cl)c1,"3,905",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,8937,8938
mol4599,Nc1ccc(C(=O)O)c(F)c1,Nc1ccc(C(=O)[O-])c(F)c1,"4,130",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,8939,8940
mol4600,Nc1ccc(C(=O)O)cc1Br,Nc1ccc(C(=O)[O-])cc1Br,"4,275",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,8941,8942
mol4601,Nc1ccc(C(=O)O)cc1C(=O)c1ccccc1,Nc1ccc(C(=O)[O-])cc1C(=O)c1ccccc1,"4,340",17,O,0,-1,1,0,SP2,FALSE,FALSE,2,8943,8944
mol4602,Nc1ccc(C(=O)O)cc1Cl,Nc1ccc(C(=O)[O-])cc1Cl,"4,350",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,8945,8946
mol4603,Nc1ccc(C(=O)O)cc1F,Nc1ccc(C(=O)[O-])cc1F,"4,350",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,8947,8948
mol4604,Nc1ccc(C(=O)O)cc1I,Nc1ccc(C(=O)[O-])cc1I,"4,340",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,8949,8950
mol4605,Nc1ccc(C(=O)[O-])c[nH+]1,Nc1ccc(C(=O)[O-])cn1,"6,200",3,N,1,0,1,0,SP2,TRUE,TRUE,4,8951,8952
mol4606,[NH3+]c1ccc(C(=O)c2ccccc2)cc1,Nc1ccc(C(=O)c2ccccc2)cc1,"2,240",14,N,1,0,3,2,SP3,FALSE,FALSE,4,8953,8954
mol4607,[NH3+]c1ccc(C(F)(F)F)cc1,Nc1ccc(C(F)(F)F)cc1,"2,570",10,N,1,0,3,2,SP3,FALSE,FALSE,4,8955,8956
mol4608,[NH3+]c1ccc(Cl)c2ccccc12,Nc1ccc(Cl)c2ccccc12,"3,400",11,N,1,0,3,2,SP3,FALSE,FALSE,4,8957,8958
mol4609,[NH3+]c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,"3,975",6,N,1,0,3,2,SP3,FALSE,FALSE,4,8959,8960
mol4610,Nc1cc(Cl)ccc1[NH3+],Nc1ccc(Cl)cc1N,"4,300",8,N,1,0,3,2,SP3,FALSE,FALSE,4,8961,8962
mol4611,Nc1ccc(Cl)c[nH+]1,Nc1ccc(Cl)cn1,"4,830",3,N,1,0,1,0,SP2,TRUE,TRUE,4,8963,8964
mol4612,[NH3+]c1ccc(F)cc1,Nc1ccc(F)cc1,"4,645",6,N,1,0,3,2,SP3,FALSE,FALSE,4,8965,8966
mol4613,[NH3+]c1ccc(I)cc1,Nc1ccc(I)cc1,"3,790",6,N,1,0,3,2,SP3,FALSE,FALSE,4,8967,8968
mol4614,Nc1ccc(N2CCc3ccccc3C2)[nH+]c1,Nc1ccc(N2CCc3ccccc3C2)nc1,"5,800",15,N,1,0,1,0,SP2,TRUE,TRUE,4,8969,8970
mol4615,Nc1ccc(S(=O)(=O)[NH2+]c2ncco2)cc1,Nc1ccc(S(=O)(=O)Nc2ncco2)cc1,"6,500",10,N,1,0,2,1,SP3,FALSE,FALSE,4,8971,8972
mol4616,Nc1ccc(S(=O)(=O)[NH2+]c2nccs2)c(Cl)c1,Nc1ccc(S(=O)(=O)Nc2nccs2)c(Cl)c1,"6,950",11,N,1,0,2,1,SP3,FALSE,FALSE,4,8973,8974
mol4617,Nc1ccc(S(=O)(=O)[NH2+]c2nccs2)cc1/N=N/c1ccccc1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1/N=N/c1ccccc1,"5,850",18,N,1,0,2,1,SP3,FALSE,FALSE,4,8975,8976
mol4618,Nc1ccc(S(=O)(=O)[NH2+]c2nncs2)cc1,Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,"4,770",10,N,1,0,2,1,SP3,FALSE,FALSE,4,8977,8978
